Notes	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Gender	Gender Code	Census Region	Census Region Code	Deaths	Population	Crude Rate
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	238	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	13	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	21	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	51	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	29	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	55	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	62	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	183	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	73	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	19	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	13	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	33	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	21	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	20	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	35	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	71	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	29	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	12	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	17	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	33	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	19	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	17	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	26	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	14	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	1-4 years	4-Jan	Female	F	Census Region 3: South	CENS-R3	13	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	1-4 years	4-Jan	Male	M	Census Region 2: Midwest	CENS-R2	10	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	1-4 years	4-Jan	Male	M	Census Region 3: South	CENS-R3	10	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	5-14 years	14-May	Female	F	Census Region 2: Midwest	CENS-R2	14	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	29	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	5-14 years	14-May	Male	M	Census Region 1: Northeast	CENS-R1	13	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	5-14 years	14-May	Male	M	Census Region 2: Midwest	CENS-R2	24	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	55	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	5-14 years	14-May	Male	M	Census Region 4: West	CENS-R4	18	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	33	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	83	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	140	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	62	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	557	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	662	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	1349	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	538	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	26	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	63	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	128	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	36	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	410	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	448	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	1076	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	359	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	13	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	32	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	87	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	26	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	174	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	250	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	567	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	210	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	10	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	30	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	68	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	24	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	72	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	126	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	304	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	106	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	11	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	32	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	10	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	29	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	62	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	144	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	62	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	22	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	19	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	62	Not Applicable	Not Applicable
	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR113-128	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	19	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Female	F	Census Region 1: Northeast	CENS-R1	36	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Female	F	Census Region 2: Midwest	CENS-R2	84	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Female	F	Census Region 3: South	CENS-R3	158	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Female	F	Census Region 4: West	CENS-R4	69	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Male	M	Census Region 1: Northeast	CENS-R1	44	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Male	M	Census Region 2: Midwest	CENS-R2	127	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Male	M	Census Region 3: South	CENS-R3	194	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	< 1 year	1	Male	M	Census Region 4: West	CENS-R4	87	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Female	F	Census Region 1: Northeast	CENS-R1	27	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Female	F	Census Region 2: Midwest	CENS-R2	78	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Female	F	Census Region 3: South	CENS-R3	132	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Female	F	Census Region 4: West	CENS-R4	60	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Male	M	Census Region 1: Northeast	CENS-R1	41	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Male	M	Census Region 2: Midwest	CENS-R2	98	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Male	M	Census Region 3: South	CENS-R3	189	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	1-4 years	4-Jan	Male	M	Census Region 4: West	CENS-R4	83	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	13	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	5-14 years	14-May	Female	F	Census Region 4: West	CENS-R4	11	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	5-14 years	14-May	Male	M	Census Region 1: Northeast	CENS-R1	12	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	5-14 years	14-May	Male	M	Census Region 2: Midwest	CENS-R2	18	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	30	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	5-14 years	14-May	Male	M	Census Region 4: West	CENS-R4	15	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	16	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	24	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	36	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	18	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	136	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	87	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	227	Not Applicable	Not Applicable
	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	GR113-129	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	131	Not Applicable	Not Applicable
