Notes,Race,Race Code,Cause of death,Cause of death Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Female,F,35-44 years,35-44,32,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Female,F,45-54 years,45-54,24,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Female,F,55-64 years,55-64,15,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Male,M,15-24 years,15-24,17,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Male,M,25-34 years,25-34,51,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Male,M,35-44 years,35-44,48,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Male,M,45-54 years,45-54,39,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Male,M,55-64 years,55-64,21,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Female,F,15-24 years,15-24,42,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Female,F,25-34 years,25-34,140,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Female,F,35-44 years,35-44,111,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Female,F,45-54 years,45-54,62,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Female,F,55-64 years,55-64,43,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Male,M,15-24 years,15-24,76,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Male,M,25-34 years,25-34,285,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Male,M,35-44 years,35-44,226,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Male,M,45-54 years,45-54,137,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Male,M,55-64 years,55-64,90,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,15-24 years,15-24,35,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,25-34 years,25-34,92,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,35-44 years,35-44,120,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,45-54 years,45-54,70,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,55-64 years,55-64,56,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,65-74 years,65-74,17,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Female,F,75-84 years,75-84,15,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,15-24 years,15-24,50,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,25-34 years,25-34,165,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,35-44 years,35-44,148,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,45-54 years,45-54,105,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,55-64 years,55-64,52,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,65-74 years,65-74,20,Not Applicable,Not Applicable
,White,2106-3,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Male,M,75-84 years,75-84,10,Not Applicable,Not Applicable
,White,2106-3,Accidental poisoning by and exposure to alcohol,X45,Male,M,35-44 years,35-44,18,Not Applicable,Not Applicable
,White,2106-3,Accidental poisoning by and exposure to alcohol,X45,Male,M,45-54 years,45-54,17,Not Applicable,Not Applicable
,White,2106-3,Accidental poisoning by and exposure to alcohol,X45,Male,M,55-64 years,55-64,17,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,Female,F,65-74 years,65-74,15,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,Female,F,75-84 years,75-84,43,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,Female,F,85+ years,85+,120,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,Male,M,65-74 years,65-74,11,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,Male,M,75-84 years,75-84,28,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,Male,M,85+ years,85+,70,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Female,F,45-54 years,45-54,10,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Female,F,55-64 years,55-64,22,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Female,F,65-74 years,65-74,24,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Female,F,75-84 years,75-84,37,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Female,F,85+ years,85+,37,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,25-34 years,25-34,10,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,35-44 years,35-44,12,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,45-54 years,45-54,18,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,55-64 years,55-64,43,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,65-74 years,65-74,51,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,75-84 years,75-84,43,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,Male,M,85+ years,85+,23,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,Female,F,35-44 years,35-44,10,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Female,F,35-44 years,35-44,14,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Female,F,45-54 years,45-54,19,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Female,F,55-64 years,55-64,19,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Male,M,45-54 years,45-54,12,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Female,F,15-24 years,15-24,24,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Female,F,25-34 years,25-34,20,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Female,F,35-44 years,35-44,17,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Male,M,5-14 years,14-May,22,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Male,M,15-24 years,15-24,51,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Male,M,25-34 years,25-34,95,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Male,M,35-44 years,35-44,51,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Male,M,45-54 years,45-54,32,Not Applicable,Not Applicable
,White,2106-3,"Intentional self-harm by hanging, strangulation and suffocation",X70,Male,M,55-64 years,55-64,25,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,15-24 years,15-24,29,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,25-34 years,25-34,25,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,35-44 years,35-44,16,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,45-54 years,45-54,11,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,55-64 years,55-64,21,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,65-74 years,65-74,14,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by handgun discharge,X72,Male,M,75-84 years,75-84,11,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Female,F,15-24 years,15-24,14,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Female,F,45-54 years,45-54,15,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Female,F,55-64 years,55-64,10,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,15-24 years,15-24,66,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,25-34 years,25-34,64,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,35-44 years,35-44,42,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,45-54 years,45-54,38,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,55-64 years,55-64,38,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,65-74 years,65-74,29,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,75-84 years,75-84,34,Not Applicable,Not Applicable
,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Male,M,85+ years,85+,11,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Female,F,15-24 years,15-24,12,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Female,F,25-34 years,25-34,14,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Female,F,35-44 years,35-44,13,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Male,M,15-24 years,15-24,71,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Male,M,25-34 years,25-34,70,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Male,M,35-44 years,35-44,42,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Male,M,45-54 years,45-54,31,Not Applicable,Not Applicable
,White,2106-3,Assault by other and unspecified firearm discharge,X95,Male,M,55-64 years,55-64,12,Not Applicable,Not Applicable
,White,2106-3,Assault by sharp object,X99,Male,M,25-34 years,25-34,16,Not Applicable,Not Applicable
,White,2106-3,Assault by unspecified means,Y09,Female,F,< 1 year,1,14,Not Applicable,Not Applicable
,White,2106-3,Assault by unspecified means,Y09,Male,M,< 1 year,1,12,Not Applicable,Not Applicable
,White,2106-3,Assault by unspecified means,Y09,Male,M,1-4 years,4-Jan,12,Not Applicable,Not Applicable
,White,2106-3,Assault by unspecified means,Y09,Male,M,55-64 years,55-64,11,Not Applicable,Not Applicable
,White,2106-3,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,Male,M,25-34 years,25-34,11,Not Applicable,Not Applicable
,White,2106-3,"Unspecified event, undetermined intent",Y34,Male,M,55-64 years,55-64,10,Not Applicable,Not Applicable
