Notes,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Female,F,2014,2014,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Female,F,2016,2016,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Male,M,2008,2008,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Male,M,2010,2010,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Male,M,2012,2012,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Male,M,2018,2018,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Female,F,2010,2010,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Female,F,2016,2016,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Female,F,2018,2018,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Male,M,2008,2008,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Male,M,2012,2012,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,25-34 years,25-34,Male,M,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Female,F,2012,2012,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Male,M,2010,2010,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Male,M,2012,2012,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,35-44 years,35-44,Male,M,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,45-54 years,45-54,Female,F,2010,2010,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,45-54 years,45-54,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,45-54 years,45-54,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,45-54 years,45-54,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,45-54 years,45-54,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,55-64 years,55-64,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,55-64 years,55-64,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,55-64 years,55-64,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,55-64 years,55-64,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,55-64 years,55-64,Male,M,2018,2018,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,65-74 years,65-74,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,65-74 years,65-74,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,65-74 years,65-74,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,65-74 years,65-74,Male,M,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,65-74 years,65-74,Male,M,2016,2016,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,65-74 years,65-74,Male,M,2018,2018,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,75-84 years,75-84,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,Not Stated,NS,Female,F,2014,2014,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,Not Stated,NS,Female,F,2018,2018,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,Not Stated,NS,Male,M,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,Not Stated,NS,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,Not Stated,NS,Male,M,2016,2016,1,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Female,F,2008,2008,2245,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Female,F,2010,2010,2038,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Female,F,2012,2012,1970,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Female,F,2014,2014,1939,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Female,F,2016,2016,1932,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Female,F,2018,2018,1786,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Male,M,2008,2008,2574,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Male,M,2010,2010,2280,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Male,M,2012,2012,2217,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Male,M,2014,2014,2113,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Male,M,2016,2016,2219,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,< 1 year,1,Male,M,2018,2018,2094,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Female,F,2008,2008,141,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Female,F,2010,2010,142,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Female,F,2012,2012,103,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Female,F,2014,2014,102,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Female,F,2016,2016,121,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Female,F,2018,2018,85,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Male,M,2008,2008,118,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Male,M,2010,2010,114,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Male,M,2012,2012,135,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Male,M,2014,2014,114,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Male,M,2016,2016,106,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,1-4 years,4-Jan,Male,M,2018,2018,105,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Female,F,2008,2008,83,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Female,F,2010,2010,59,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Female,F,2012,2012,58,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Female,F,2014,2014,78,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Female,F,2016,2016,74,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Female,F,2018,2018,76,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Male,M,2008,2008,75,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Male,M,2010,2010,66,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Male,M,2012,2012,84,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Male,M,2014,2014,75,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Male,M,2016,2016,74,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,5-14 years,14-May,Male,M,2018,2018,74,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Female,F,2008,2008,83,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Female,F,2010,2010,61,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Female,F,2012,2012,68,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Female,F,2014,2014,83,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Female,F,2016,2016,60,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Female,F,2018,2018,56,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Male,M,2008,2008,114,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Male,M,2010,2010,97,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Male,M,2012,2012,96,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Male,M,2014,2014,82,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Male,M,2016,2016,93,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,15-24 years,15-24,Male,M,2018,2018,89,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Female,F,2008,2008,67,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Female,F,2010,2010,57,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Female,F,2012,2012,69,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Female,F,2014,2014,66,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Female,F,2016,2016,85,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Female,F,2018,2018,81,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Male,M,2008,2008,71,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Male,M,2010,2010,85,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Male,M,2012,2012,94,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Male,M,2014,2014,108,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Male,M,2016,2016,93,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,25-34 years,25-34,Male,M,2018,2018,100,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Female,F,2008,2008,88,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Female,F,2010,2010,92,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Female,F,2012,2012,84,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Female,F,2014,2014,78,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Female,F,2016,2016,74,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Female,F,2018,2018,89,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Male,M,2008,2008,97,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Male,M,2010,2010,86,Not Applicable,Not Applicable
,"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",GR113-109,35-44 years,35-44,Male,M,2012,2012,98,Not Applicable,Not Applicable
